english,spanish
"17% softer & the most gentle LUNATM yet. Offers perfectly tailored routines with 3 cleanse modes, adjustable massage patterns, and 16 intensities. 100% of users report skin feels better after cleansing with LUNATM , compared to cleansing by hand.","de suciedad, grasa y restos de maquillaje de la piel. Clínicamente probado."
Clinical-consumer results,35 veces más higiénico que los cepillos con filamentos de nylon.
"Clinically proven to remove 99% 0f dirt, oil & makeup residue.",35 veces
Clinically proven to remove,más higiénico que los cepillos con filamentos de nylon.
99%,"El 98% declaró sentir la piel más suave, luminosa y uniforme."
"0f dirt, oil & makeup residue.",El 98%
35x more hygienic than brushes with nylon bristles.,"declaró sentir la piel más suave, luminosa y uniforme."
35x,El 90% declaró sentir la piel más joven y sana.
more hygienic than brushes with nylon bristles.,El 90%
98% of users report skin feels smoother and softer.,declaró sentir la piel más joven y sana.
98%,El 86% declaró sentir la piel más firme y elástica a la apariencia y al tacto.
of users report skin feels smoother and softer.,El 86%
90% of users report that skin looks younger & healthier.,declaró sentir la piel más firme y elástica a la apariencia y al tacto.
90%,El 100% declaró sentir la piel mejor que al limpiarla con las manos.
of users report that skin looks younger & healthier.,El 100%
86% of users report skin looks & feels firmer and more elastic.,declaró sentir la piel mejor que al limpiarla con las manos.
86%,LUNA™ 4 plus
of users report skin looks & feels firmer and more elastic.,Elige tu tipo de piel: Piel normal
100% of users report skin feels better than when cleansed by hand.,"Te presentamos el único dispositivo de limpieza facial con tratamientos antiedad de nivel clínico, basados en una combinación de microcorrientes y terapia de luz LED. Mima tu piel con una agradable limpieza térmica mientras LUNA™ 4 plus suaviza las líneas de expresión y define su apariencia para que luzca más firme y luminosa en minutos."
100%,"Elimina el 99,5% de suciedad, grasa y restos de maquillaje de la piel. Clínicamente probado."
of users report skin feels better than when cleansed by hand.,35 veces más higiénico que los cepillos con filamentos de nylon.
LUNA™ 4 plus,"El 98% de los usuarios declaró sentir la piel más suave, luminosa y uniforme."
Choose skin type: Normal skin,El 90% de los usuarios declaró sentir la piel más joven y sana.
"Introducing the only facial cleansing device with clinical-grade anti-aging treatments – targeted microcurrent, NIR & red LED light therapy. Indulge your skin in a gentle heated cleanse, while LUNA™ 4 plus smooths fine lines & refines the complexion – so skin looks visibly tighter, firmer & brighter in mins.",El 86% de los usuarios declaró sentir la piel más firme y elástica a la apariencia y al tacto.
"98% of users report skin is brighter, smoother & softer.",El 100% de los usuarios declaró sentir la piel mejor que al limpiarla con las manos.
90% of users report skin looks younger & healthier.,LUNA™ 4 plus
86% of users report skin looks & feels firmer and more elastic.,Cable de carga USB
100% of users report skin feels better than when cleansed by hand.,Guía de inicio rápido
"16 intensities, 4 guided massages & 5 massage patterns.",Manual de uso
LUNA™ 4 plus,Bolsa de transporte
USB charging cable,"Garantía de 2 años (España, Portugal, Suecia: Garantía de 3 años)"
Travel pouch,PRODUCTOS RELACIONADOS
Quick start guide,PRODUCTOS RELACIONADOS
General manual,LUNA™ 4
"2-year warranty (Spain, Portugal, Sweden: 3-year warranty)",LUNA™ 4 body
RELATED PRODUCTS,LUNA™ 4 MEN
RELATED PRODUCTS,LUNA™ 4 mini
LUNA™ 4,Más ligero que el aire. Para una limpieza suave y agradable.
LUNA™ 4 body,"Comienza el día limpiando tu rostro con este suave limpiador de espuma. Formulado con aminoácidos para rellenar tu piel y vitamina E para retener la hidratación. Tu piel lucirá suave, radiante y con apariencia saludable."
LUNA™ 4 MEN,"Vegano, cruelty free, sin fragancia, probado dermatológicamente y para todo tipo de pieles."
LUNA™ 4 mini,Simple y sencillo
LUNA’s plus must-have sidekick,PASO 1
"All microcurrent devices must be used with a conductive serum, so we developed one exclusively for LUNATM plus. With squalane & hyaluronic acid. Rejuvenating. Antioxidant-rich. Ultra-hydrating.",Micro-Foam Cleanser
Simple & easy,"Para comenzar, desbloquea el dispositivo y registra tu garantía en la aplicación FOREO For You. Descarga la aplicación aquí."
STEP 1,PASO 2
Unlock device,Aplica el limpiador
Start by unlocking your device and registering your warranty via the FOREO For You app. Download the app here.,Humedece tu rostro y aplica tu limpiador facial. Te recomendamos usar el limpiador FOREO Micro-Foam Cleanser. Aclara tu LUNA™ 4 plus y pulsa el botón central para encenderlo.
STEP 2,PASO 3
Apply cleanser,Limpia tu piel
"Dampen your face and apply your regular face cleanser. For optimal results, we recommend FOREO Micro-Foam Cleanser. Wet LUNATM 4 plus and press the universal button to turn on your device.","Elige el modo de limpieza Suave, Normal o Profundo usando los botones del dispositivo. Desliza los filamentos de silicona con movimientos circulares sobre tu rostro/cuello. Aclara tu rostro/cuello y el dispositivo."
STEP 3,PASO 4
Cleanse,Reafirma y tonifica
"Choose Gentle, Regular, or Deep Cleanse mode by using the buttons on the device. Glide the silicone touchpoints in circular motions around the face/neck. Rinse face/neck and device.","Aplica el sérum de FOREO. Enciende el dispositivo y pulsa dos veces el botón central para activar el masaje de microcorrientes, o selecciona desde la aplicación el tratamiento de microcorrientes que desees."
STEP 4,Una inversión para siempre
Tighten & firm,Sostenible Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
"Apply FOREO's Serum. Turn on the device & double press the universal button to activate microcurrent massage, or select preferred guided microcurrent treatment in the app.",Sostenible
One-time investment,Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.",Vegano y cruelty free Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
Sustainable,Vegano y cruelty free
"Premium quality & a product life of years, with no replacement parts required. Ever.",Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
Cruelty-free & Vegan No animals were used in the development and testing of this product.,Batería de duración extrema Recargable por USB. Hasta 100 usos por carga.
Cruelty-free & Vegan,Batería de duración extrema
No animals were used in the development and testing of this product.,Recargable por USB. Hasta 100 usos por carga.
Staggering battery life USB rechargeable with up to 100 uses per single charge.,"Higiénico e impermeable Silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
Staggering battery life,Higiénico e impermeable
USB rechargeable with up to 100 uses per single charge.,"Silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
"Hygienic & Waterproof Made of bacteria-resistant silicone, 100% waterproof, easy to clean.",PRESS LOVES IT
Hygienic & Waterproof,PRESS LOVES IT
"Made of bacteria-resistant silicone, 100% waterproof, easy to clean.","FOREO, empresa sueca especializada en la belleza conectada, ha desarrollado protocolos exprés que transforman tu baño en un spa tecnológico."
PRESS LOVES IT,El dispositivo de microcorrientes FOREO BEAR™ tiene cinco intensidades para tonificar y definir las diferentes zonas del rostro. Su sistema Anti-Shock protege tu piel y la aplicación te ofrece una amplia variedad de entrenamientos faciales.
PRESS LOVES IT,"FOREO Imagination™ tiene una textura cremosa y agradable que mejora la sensación de tu mascarilla facial casera para transformarla en un experiencia similar a la de un tratamiento clínico, desde la comodidad de tu casa."
"FOREO, the Swedish expert in connected beauty, has come up with an express protocol to transform your bathroom into a high-tech spa.",TAMBIÉN TE PUEDE GUSTAR
The FOREO BEAR™ microcurrent device has five intensities to help lift and contour the various areas of the face. It has an anti-shock system to protect your skin and comes with a paired app to programme various facial workouts.,TAMBIÉN TE PUEDE GUSTAR
"FOREO Imagination™ has a luxurious, creamy texture, taking away the homemade feel of DIY masks and making them feel as fancy as a clinic treatment for a spa at home vibe.",SUPERCHARGED™ Serum 2.0
YOU MAY ALSO LIKE,BEAR™ 2
YOU MAY ALSO LIKE,PEACH™ 2 go
SUPERCHARGED™ Serum 2.0,T-SonicTM pulsaciones
BEAR™ 2,Luz LED
PEACH™ 2 go,Microcorrientes y Anti-Shock SystemTM Silicona ultra higiénica
T-SonicTM pulsations,Resultados clínicos y opiniones de expertos
LED light,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE
Microcurrent & Anti-Shock SystemTM Ultra-hygienic silicone,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE
Clinical results & Expert reviews,Mira lo que piensan otras personas...
INDEPENDENT REVIEWS BY BAZAAR VOICE,LUNA™ 4
INDEPENDENT REVIEWS BY BAZAAR VOICE,LUNA™ 4 plus
See what others think...,LUNA™ 4 body
LUNA™ 4,LUNA™ 4 MEN
LUNA™ 4 plus,LUNA™ 4 mini
LUNA™ 4 body,LUNA™ 4 go
LUNA™ 4 MEN,LUNA™ 4 hair
LUNA™ 4 mini,Iniciar sesión Perfil de usuario Mis dispositivos Mis pedidos Mis direcciones
LUNA™ 4 go,Iniciar sesión
LUNA™ 4 hair,Perfil de usuario
Log in User profile My devices My orders My addresses,Mis dispositivos
Log in,Mis pedidos
User profile,Mis direcciones
My devices,BLACK FRIDAY 2025 CONSÍGUE EL CÓDIGO
My orders,CONSÍGUE EL CÓDIGO
My addresses,RESERVA + REGALO FAQ™ 202 plus
BLACK FRIDAY 2025 GET THE CODE,FAQ™ 202 plus
GET THE CODE,NUEVO FAQ™ 502
PRE-ORDER + GIFT FAQ™ 202 plus,FAQ™ 502
FAQ™ 202 plus,Popular Sorpresas especiales Superventas Terapia de luz roja
NEW FAQ™ 502,Sorpresas especiales
FAQ™ 502,Superventas
Popular Special offers Bestsellers Red light therapy,Terapia de luz roja
Special offers,"RUTINA SUECAS DE BELLEZA Limpieza facial LUNA™ 4 Masaje antiedad LUNA™ 4 Plus Masaje antiedad y calor LED LUNA™ 4 Men Masaje antiedad para hombres LUNA™ 4 mini Zona-T, para piel joven LUNA™ 4 go Para llevar siempre contigo Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium Dispositivos LUNA™ Todos los dispositivos de limpieza facial Lifting facial BEAR™ 2 Tonificador facial de microcorrientes BEAR™ 2 go Tonificación con microcorrientes sobre la marcha BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes Lifting facial Cuidado de la piel antiedad Dispositivos BEAR™ Todos los dispositivos de lifting facial premium Hidratación UFO™ 3 Dispositivo de hidratación facial profunda UFO™ 3 LED Dispositivo LED para una hidratación facial profunda UFO™ 3 mini Hidratación facial profunda para piel joven UFO™ 3 go Hidratación facial profunda sobre la marcha Mascarillas Rejuvenecimiento e hidratación Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda Cuidado bucal issa™ 4 Cepillo de dientes sónico híbrido de silicona issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente issa™ 4 smile Cepillo de dientes sónico híbrido de silicona issa™ 4 baby Para niños de 0 a 3 años Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona"
Bestsellers,"Limpieza facial LUNA™ 4 Masaje antiedad LUNA™ 4 Plus Masaje antiedad y calor LED LUNA™ 4 Men Masaje antiedad para hombres LUNA™ 4 mini Zona-T, para piel joven LUNA™ 4 go Para llevar siempre contigo Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium Dispositivos LUNA™ Todos los dispositivos de limpieza facial"
Red light therapy,LUNA™ 4 Masaje antiedad
"Swedish beauty routine Facial cleansing LUNA™ 4 Anti-aging massage LUNA™ 4 plus Anti-aging massage, LED heating LUNA™ 4 MEN For men, anti-aging massage LUNA™ 4 mini For young skin, T-zone LUNA™ 4 go For travel or gym bag LUNA™ skincare Premium cleansers & balm LUNA™ devices All facial cleansing devices Facelift BEAR™ 2 Microcurrent toning device BEAR™ 2 go Microcurrent toning on-the-go BEAR™ 2 eyes & lips Microcurrent line smoothing device Facelift skincare Premium anti-aging skincare BEAR™ devices All premium facelift devices Hydration UFO™ 3 Deep facial hydration device UFO™ 3 LED Near-infrared and red light therapy device UFO™ 3 mini Red light therapy device for young skin UFO™ 3 go Portable red light therapy Masks Rejuvenation & hydration UFO™ devices All deep facial hydration devices Oral care issa™ 4 Hybrid silicone sonic toothbrush issa™ 4 plus Smart hybrid silicone sonic toothbrush issa™ 4 smile Hybrid silicone sonic toothbrush issa™ 4 baby For ages 0-3 ISSA™ devices All silicone sonic toothbrushes",LUNA™ 4 Plus Masaje antiedad y calor LED
"Facial cleansing LUNA™ 4 Anti-aging massage LUNA™ 4 plus Anti-aging massage, LED heating LUNA™ 4 MEN For men, anti-aging massage LUNA™ 4 mini For young skin, T-zone LUNA™ 4 go For travel or gym bag LUNA™ skincare Premium cleansers & balm LUNA™ devices All facial cleansing devices",LUNA™ 4 Men Masaje antiedad para hombres
LUNA™ 4 Anti-aging massage,"LUNA™ 4 mini Zona-T, para piel joven"
"LUNA™ 4 plus Anti-aging massage, LED heating",LUNA™ 4 go Para llevar siempre contigo
"LUNA™ 4 MEN For men, anti-aging massage",Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium
"LUNA™ 4 mini For young skin, T-zone",Dispositivos LUNA™ Todos los dispositivos de limpieza facial
LUNA™ 4 go For travel or gym bag,Lifting facial BEAR™ 2 Tonificador facial de microcorrientes BEAR™ 2 go Tonificación con microcorrientes sobre la marcha BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes Lifting facial Cuidado de la piel antiedad Dispositivos BEAR™ Todos los dispositivos de lifting facial premium
LUNA™ skincare Premium cleansers & balm,BEAR™ 2 Tonificador facial de microcorrientes
LUNA™ devices All facial cleansing devices,BEAR™ 2 go Tonificación con microcorrientes sobre la marcha
Facelift BEAR™ 2 Microcurrent toning device BEAR™ 2 go Microcurrent toning on-the-go BEAR™ 2 eyes & lips Microcurrent line smoothing device Facelift skincare Premium anti-aging skincare BEAR™ devices All premium facelift devices,BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes
BEAR™ 2 Microcurrent toning device,Lifting facial Cuidado de la piel antiedad
BEAR™ 2 go Microcurrent toning on-the-go,Dispositivos BEAR™ Todos los dispositivos de lifting facial premium
BEAR™ 2 eyes & lips Microcurrent line smoothing device,Hidratación UFO™ 3 Dispositivo de hidratación facial profunda UFO™ 3 LED Dispositivo LED para una hidratación facial profunda UFO™ 3 mini Hidratación facial profunda para piel joven UFO™ 3 go Hidratación facial profunda sobre la marcha Mascarillas Rejuvenecimiento e hidratación Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda
Facelift skincare Premium anti-aging skincare,UFO™ 3 Dispositivo de hidratación facial profunda
BEAR™ devices All premium facelift devices,UFO™ 3 LED Dispositivo LED para una hidratación facial profunda
Hydration UFO™ 3 Deep facial hydration device UFO™ 3 LED Near-infrared and red light therapy device UFO™ 3 mini Red light therapy device for young skin UFO™ 3 go Portable red light therapy Masks Rejuvenation & hydration UFO™ devices All deep facial hydration devices,UFO™ 3 mini Hidratación facial profunda para piel joven
UFO™ 3 Deep facial hydration device,UFO™ 3 go Hidratación facial profunda sobre la marcha
UFO™ 3 LED Near-infrared and red light therapy device,Mascarillas Rejuvenecimiento e hidratación
UFO™ 3 mini Red light therapy device for young skin,Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda
UFO™ 3 go Portable red light therapy,Cuidado bucal issa™ 4 Cepillo de dientes sónico híbrido de silicona issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente issa™ 4 smile Cepillo de dientes sónico híbrido de silicona issa™ 4 baby Para niños de 0 a 3 años Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona
Masks Rejuvenation & hydration,issa™ 4 Cepillo de dientes sónico híbrido de silicona
UFO™ devices All deep facial hydration devices,issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente
Oral care issa™ 4 Hybrid silicone sonic toothbrush issa™ 4 plus Smart hybrid silicone sonic toothbrush issa™ 4 smile Hybrid silicone sonic toothbrush issa™ 4 baby For ages 0-3 ISSA™ devices All silicone sonic toothbrushes,issa™ 4 smile Cepillo de dientes sónico híbrido de silicona
issa™ 4 Hybrid silicone sonic toothbrush,issa™ 4 baby Para niños de 0 a 3 años
issa™ 4 plus Smart hybrid silicone sonic toothbrush,Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona
issa™ 4 smile Hybrid silicone sonic toothbrush,Tratamiento antiedad FAQ™ Antiedad FAQ™ 101 Antiedad de nivel clínico FAQ™ 102 Antiedad avanzada de nivel clínico FAQ™ 103 Exclusivo set antiedad de nivel clínico FAQ™ P1 Primer Base de miel de manuka FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos antiedad Tratamientos LED NUEVO FAQ™ Dual LED Panel Tratamiento anti-edad y anti-imperfecciones FAQ™ LED Panel Tratamiento anti-edad y anti-imperfecciones FAQ™ 201 Mascarilla LED antiedad FAQ™ 202 Mascarilla LED antiedad avanzada FAQ™ 211 Anti-aging neck & décolleté LED mask FAQ™ 221 Anti-aging LED hand mask FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos LED Crecimiento del cabello FAQ™ 301 Masajeador para fortalecer el cabello FAQ™ Scalp Serum Sérum para cabello y cuero cabelludo FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Todos los tratamientos capilares Tonificación LED NUEVO FAQ™ 401 Microcorrientes duales LED FAQ™ 402 Microcorrientes duales + NIR y LED rojo FAQ™ 411 Microcorrientes para cuerpo + LED rojo FAQ™ Body Sculpt Serum Sérum conductor para cuerpo FAQ™ Cuidado de la piel Todo cuidado de la piel FAQ™ FAQ™ productos Todos los tratamientos tonificantes Rejuvenecimiento cutáneo NUEVO FAQ™ 501 Terapia de luz roja de espectro completo FAQ™ 502 Terapia de Luz Roja de Espectro Completo FAQ™ Red Light Serum FAQ™ skincare All FAQ™ skincare FAQ™ products All toning treatments
issa™ 4 baby For ages 0-3,Antiedad FAQ™ 101 Antiedad de nivel clínico FAQ™ 102 Antiedad avanzada de nivel clínico FAQ™ 103 Exclusivo set antiedad de nivel clínico FAQ™ P1 Primer Base de miel de manuka FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos antiedad
ISSA™ devices All silicone sonic toothbrushes,FAQ™ 101 Antiedad de nivel clínico
FAQ™ anti-aging treatments Anti-aging FAQ™ 101 Clinical anti-aging FAQ™ 102 Advanced clinical anti-aging FAQ™ 103 Luxurious clinical anti-aging set FAQ™ P1 Primer Manuka honey primer FAQ™ skincare All FAQ™ skincare FAQ™ products All anti-aging treatments LED treatments NEW FAQ™ Dual LED Panel For anti-aging & blemishes FAQ™ LED Panel For anti-aging & blemishes FAQ™ 201 Anti-aging LED mask FAQ™ 202 Advanced anti-aging LED mask FAQ™ 211 Anti-aging neck & décolleté LED mask FAQ™ 221 Anti-aging LED hand mask FAQ™ skincare All FAQ™ skincare FAQ™ products All LED treatments Hair regrowth FAQ™ 301 LED hair strengthening scalp massager FAQ™ Scalp Serum Scalp recovery probiotic serum FAQ™ skincare All FAQ™ skincare FAQ™ products All hair treatments Face & body toning NEW FAQ™ 401 Dual microcurrent LED FAQ™ 402 Dual microcurrent NIR + red LED FAQ™ 411 Body microcurrent red LED FAQ™ Body Sculpt Serum Conductive body serum FAQ™ skincare All FAQ™ skincare FAQ™ products All toning treatments Skin rejuvenation NEW FAQ™ 501 Full-Spectrum Red Light Therapy FAQ™ 502 Full-Spectrum Red Light Therapy FAQ™ Red Light Serum FAQ™ skincare All FAQ™ skincare FAQ™ products All toning treatments,FAQ™ 102 Antiedad avanzada de nivel clínico
Anti-aging FAQ™ 101 Clinical anti-aging FAQ™ 102 Advanced clinical anti-aging FAQ™ 103 Luxurious clinical anti-aging set FAQ™ P1 Primer Manuka honey primer FAQ™ skincare All FAQ™ skincare FAQ™ products All anti-aging treatments,FAQ™ 103 Exclusivo set antiedad de nivel clínico
FAQ™ 101 Clinical anti-aging,FAQ™ P1 Primer Base de miel de manuka
FAQ™ 102 Advanced clinical anti-aging,FAQ™ Cuidado de la piel FAQ™ cuidado de la piel
FAQ™ 103 Luxurious clinical anti-aging set,FAQ™ productos Tratamientos antiedad
FAQ™ P1 Primer Manuka honey primer,Tratamientos LED NUEVO FAQ™ Dual LED Panel Tratamiento anti-edad y anti-imperfecciones FAQ™ LED Panel Tratamiento anti-edad y anti-imperfecciones FAQ™ 201 Mascarilla LED antiedad FAQ™ 202 Mascarilla LED antiedad avanzada FAQ™ 211 Anti-aging neck & décolleté LED mask FAQ™ 221 Anti-aging LED hand mask FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos LED
FAQ™ skincare All FAQ™ skincare,FAQ™ Dual LED Panel Tratamiento anti-edad y anti-imperfecciones
FAQ™ products All anti-aging treatments,FAQ™ LED Panel Tratamiento anti-edad y anti-imperfecciones
