english,spanish
"94% of users report more energized skin, and an even skin tone.",El 97% de usuarios declaró sentir la piel lisa y el afeitado más suave.
94%,El 97%
"of users report more energized skin, and an even skin tone.",de usuarios declaró sentir la piel lisa y el afeitado más suave.
"91% of users report firmer, more elastic and healthier-looking skin.",El 94% declaró sentir la piel más revitalizada y con un tono más uniforme.
91%,El 94%
"of users report firmer, more elastic and healthier-looking skin.",declaró sentir la piel más revitalizada y con un tono más uniforme.
"90% of users report a closer shave, less razor burn and longer lasting razor blades.","El 91% declaró sentir la piel más firme, sana y elástica."
90%,El 91%
"of users report a closer shave, less razor burn and longer lasting razor blades.","declaró sentir la piel más firme, sana y elástica."
LUNA™ 4 MEN,El 90% de los usuarios declaró sentir el afeitado más apurado y menos irritación.
"LUNA™ 4 MEN delivers a deep, personalized cleanse that targets your unique skin concerns, while firming the face and neck in 1 min. Experience the smoothest shave, reduce breakouts & ingrown hairs, prevent razor burn, and make razor blades last for up to 2x as long.",El 90%
100% of users report it's better than cleansing by hand.,de los usuarios declaró sentir el afeitado más apurado y menos irritación.
"94% of users report more energized skin, and an even skin tone.",LUNA™ 4 MEN
"91% of users report firmer, more elastic & healthier-looking skin.","Tu piel acumula más de 4 kilos de suciedad y células muertas de la piel en un año, y limpiar tu rostro con las manos no es tan eficaz como piensas. Por eso, hemos creado un dispositivo de limpieza facial 2 en 1 que elimina el 99% de suciedad y grasa de la piel y el vello facial, y lo hemos probado clínicamente."
"90% of users report a closer shave, less razor burn & longer lasting razor blades.",35 veces más higiénico que los cepillos con filamentos de nylon
"Tailored cleanse with Gentle, Regular and Deep Cleanse modes.",El 100% de los usuarios declaró sentir la piel mejor que al limpiarla con las manos
"16 intensities, 4 guided massages & 600 uses per USB charge.",El 94% de los usuarios declaró sentir la piel más revitalizada y con un tono más uniforme
LUNA™ 4 MEN,"El 91% de los usuarios declaró sentir la piel más firme, sana y elástica"
USB charging cable,"El 90% de los usuarios declaró sentir el afeitado más apurado, menos irritación y una mayor duración de las cuchillas"
Travel pouch,"16 intensidades, 3 modos de limpieza, 4 masajes guiados y 5 tipos de masaje"
Quick start guide,LUNA™ 4 MEN
General manual,Cable de carga USB
"2-year warranty (Spain, Portugal, Sweden: 3-year warranty)",Bolsa de transporte
RELATED PRODUCTS,Guía de inicio rápido
RELATED PRODUCTS,Manual generall
LUNA™ 4,"Garantía de 2 años (España, Portugal, Suecia: Garantía de 3 años)"
LUNA™ 4 plus,PRODUCTOS RELACIONADOS
LUNA™ 4 body,PRODUCTOS RELACIONADOS
LUNA™ 4 mini,LUNA™ 4
Deep cleanse. Smooth shave.,LUNA™ 4 plus
"All-in-one face wash that doubles as a shaving cream. Designed to produce a quick lather that enables your razor blade to glide extra smoothly, for minimal friction. It simultaneously removes dirt, oil, and sweat, while soothing and nourishing skin.",LUNA™ 4 body
"Vegan, cruelty-free, fragrance-free, dermatologist tested, and suitable for all skin types.",LUNA™ 4 mini
Massage patterns,Afeitado agradable. Limpieza sin esfuerzo.
Lymphatic Drainage Massage Boosts circulation - eyes & jaw.,"Este limpiador facial todo en uno funciona también como crema de afeitar. Diseñado para convertirse rápidamente en espuma, aumenta la suavidad de deslizamiento de tu cuchilla reduciendo al mínimo la fricción. Al mismo tiempo, elimina la suciedad, la grasa y el sudor mientras nutre la piel."
Lymphatic Drainage Massage,"Vegano, cruelty free, sin fragancia, probado dermatológicamente y para todo tipo de pieles."
Boosts circulation - eyes & jaw.,Tipos de masaje
Deep Tissue Massage Relieves tension - cheeks & jaw.,Masaje de drenaje linfático Potencia la circulación - ojos y mandíbula.
Deep Tissue Massage,Masaje de drenaje linfático
Relieves tension - cheeks & jaw.,Potencia la circulación - ojos y mandíbula.
Trigger Point Massage Relieves muscle tightness - neck.,Masaje de tejido profundo Calma la tensión - mejillas y mandíbula.
Trigger Point Massage,Masaje de tejido profundo
Relieves muscle tightness - neck.,Calma la tensión - mejillas y mandíbula.
Shiatsu Massage Promotes calm - forehead & temples.,Masaje de puntos gatillo Calma la tensión muscular - cuello.
Shiatsu Massage,Masaje de puntos gatillo
Promotes calm - forehead & temples.,Calma la tensión muscular - cuello.
Reflexology Massage Restores energy - eyebrows & ears.,Masaje Shiatsu Favorece la relajación - frente y sien.
Reflexology Massage,Masaje Shiatsu
Restores energy - eyebrows & ears.,Favorece la relajación - frente y sien.
Simple & easy,Masaje de reflexología Restaura la energía - pestañas y oídos.
STEP 1,Masaje de reflexología
Unlock device,Restaura la energía - pestañas y oídos.
Start by unlocking your device and registering your warranty via the FOREO For You app. Download the app here.,Simple y sencillo
STEP 2,PASO 1
Apply cleanser,Desbloquea el dispositivo
Dampen your face and apply your regular face cleanser. Wet the device and press the universal button to turn it on.,"Para comenzar, desbloquea el dispositivo y registra tu garantía en la aplicación FOREO For You. Descarga la aplicación aquí."
STEP 3,PASO 2
Cleanse,Aplica el limpiador
Choose your preferred cleansing mode using the buttons on the device. Glide the front of the device in circular motions around your face and neck. Rinse face/neck and device.,Humedece tu rostro y aplica tu limpiador facial. Aclara el dispositivo y pulsa el botón central para encenderlo.
STEP 4,PASO 3
Firm,Limpia tu piel
"Apply FOREO's Serum. Turn on device & double press the universal button to activate firming massage, or select preferred firming massage routine in FOREO app.",Elige tu modo favorito de limpieza con los botones del dispositivo. Desliza la parte frontal del dispositivo con movimientos circulares sobre tu rostro y cuello. Aclara tu rostro y cuello y el dispositivo.
One-time investment,PASO 4
"Sustainable Premium quality & a product life of years, with no replacement parts required. Ever.",Reafirma
Sustainable,"Aplica FOREO Serum. Enciende el dispositivo y pulsa dos veces el botón central para activar el masaje reafirmante, o selecciona tu rutina de masaje reafirmante favorita en la aplicación de FOREO."
"Premium quality & a product life of years, with no replacement parts required. Ever.",Una inversión para siempre
Cruelty-free & Vegan No animals were used in the development and testing of this product.,Sostenible Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
Cruelty-free & Vegan,Sostenible
No animals were used in the development and testing of this product.,Un producto de calidad superior que durará muchos años y no requerirá partes remplazables. Nunca.
Staggering battery life USB rechargeable with up to 600 uses per single charge.,Vegano y cruelty free Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
Staggering battery life,Vegano y cruelty free
USB rechargeable with up to 600 uses per single charge.,Ningún animal fue utilizado durante el desarrollo y las pruebas de este producto.
"Hygienic & Waterproof Made of bacteria-resistant silicone, 100% waterproof, easy to clean.",Batería de duración extrema Recargable por USB. Hasta 600 usos por carga.
Hygienic & Waterproof,Batería de duración extrema
"Made of bacteria-resistant silicone, 100% waterproof, easy to clean.",Recargable por USB. Hasta 600 usos por carga.
PRESS LOVES IT,"Higiénico e impermeable Fabricado con silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
PRESS LOVES IT,Higiénico e impermeable
"FOREO, the Swedish expert in connected beauty, has come up with an express protocol to transform your bathroom into a high-tech spa.","Fabricado con silicona resistente a las bacterias, 100% resistente al agua y fácil de limpiar."
The FOREO BEAR™ microcurrent device has five intensities to help lift and contour the various areas of the face. It has an anti-shock system to protect your skin and comes with a paired app to programme various facial workouts.,PRESS LOVES IT
"FOREO Imagination™ has a luxurious, creamy texture, taking away the homemade feel of DIY masks and making them feel as fancy as a clinic treatment for a spa at home vibe.",PRESS LOVES IT
YOU MAY ALSO LIKE,"FOREO, empresa sueca especializada en la belleza conectada, ha desarrollado protocolos exprés que transforman tu baño en un spa tecnológico."
YOU MAY ALSO LIKE,El dispositivo de microcorrientes FOREO BEAR™ tiene cinco intensidades para tonificar y definir las diferentes zonas del rostro. Su sistema Anti-Shock protege tu piel y la aplicación te ofrece una amplia variedad de entrenamientos faciales.
FAQ™ 301,"FOREO Imagination™ tiene una textura cremosa y agradable que mejora la sensación de tu mascarilla facial casera para transformarla en un experiencia similar a la de un tratamiento clínico, desde la comodidad de tu casa."
FAQ™ Scalp Recovery & Thick Hair Probiotic Serum,TAMBIÉN TE PUEDE GUSTAR
LUNA™ 2-in-1 Shaving + Cleansing Foaming Cream 2.0,TAMBIÉN TE PUEDE GUSTAR
T-SonicTM pulsations,FAQ™ 301
Ultra-hygienic silicone,FAQ™ Sérum probiótico para cabello y cuero cabelludo
Clinical results & Expert reviews,LUNA™ 2-in-1 Shaving + Cleansing Foaming Cream 2.0
INDEPENDENT REVIEWS BY BAZAAR VOICE,Pulsaciones T-SonicTM Silicona ultrahigiénica
INDEPENDENT REVIEWS BY BAZAAR VOICE,Resultados clínicos y opiniones de expertos
See what others think...,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE
LUNA™ 4,RESEÑAS INDEPENDIENTES DE BAZAAR VOICE
LUNA™ 4 plus,Mira lo que piensan otras personas...
LUNA™ 4 body,LUNA™ 4
LUNA™ 4 MEN,LUNA™ 4 plus
LUNA™ 4 mini,LUNA™ 4 body
LUNA™ 4 go,LUNA™ 4 MEN
LUNA™ 4 hair,LUNA™ 4 mini
Log in User profile My devices My orders My addresses,LUNA™ 4 go
Log in,LUNA™ 4 hair
User profile,Iniciar sesión Perfil de usuario Mis dispositivos Mis pedidos Mis direcciones
My devices,Iniciar sesión
My orders,Perfil de usuario
My addresses,Mis dispositivos
BLACK FRIDAY 2025 GET THE CODE,Mis pedidos
GET THE CODE,Mis direcciones
PRE-ORDER + GIFT FAQ™ 202 plus,BLACK FRIDAY 2025 CONSÍGUE EL CÓDIGO
FAQ™ 202 plus,CONSÍGUE EL CÓDIGO
NEW FAQ™ 502,RESERVA + REGALO FAQ™ 202 plus
FAQ™ 502,FAQ™ 202 plus
Popular Special offers Bestsellers Red light therapy,NUEVO FAQ™ 502
Special offers,FAQ™ 502
Bestsellers,Popular Sorpresas especiales Superventas Terapia de luz roja
Red light therapy,Sorpresas especiales
"Swedish beauty routine Facial cleansing LUNA™ 4 Anti-aging massage LUNA™ 4 plus Anti-aging massage, LED heating LUNA™ 4 MEN For men, anti-aging massage LUNA™ 4 mini For young skin, T-zone LUNA™ 4 go For travel or gym bag LUNA™ skincare Premium cleansers & balm LUNA™ devices All facial cleansing devices Facelift BEAR™ 2 Microcurrent toning device BEAR™ 2 go Microcurrent toning on-the-go BEAR™ 2 eyes & lips Microcurrent line smoothing device Facelift skincare Premium anti-aging skincare BEAR™ devices All premium facelift devices Hydration UFO™ 3 Deep facial hydration device UFO™ 3 LED Near-infrared and red light therapy device UFO™ 3 mini Red light therapy device for young skin UFO™ 3 go Portable red light therapy Masks Rejuvenation & hydration UFO™ devices All deep facial hydration devices Oral care issa™ 4 Hybrid silicone sonic toothbrush issa™ 4 plus Smart hybrid silicone sonic toothbrush issa™ 4 smile Hybrid silicone sonic toothbrush issa™ 4 baby For ages 0-3 ISSA™ devices All silicone sonic toothbrushes",Superventas
"Facial cleansing LUNA™ 4 Anti-aging massage LUNA™ 4 plus Anti-aging massage, LED heating LUNA™ 4 MEN For men, anti-aging massage LUNA™ 4 mini For young skin, T-zone LUNA™ 4 go For travel or gym bag LUNA™ skincare Premium cleansers & balm LUNA™ devices All facial cleansing devices",Terapia de luz roja
LUNA™ 4 Anti-aging massage,"RUTINA SUECAS DE BELLEZA Limpieza facial LUNA™ 4 Masaje antiedad LUNA™ 4 Plus Masaje antiedad y calor LED LUNA™ 4 Men Masaje antiedad para hombres LUNA™ 4 mini Zona-T, para piel joven LUNA™ 4 go Para llevar siempre contigo Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium Dispositivos LUNA™ Todos los dispositivos de limpieza facial Lifting facial BEAR™ 2 Tonificador facial de microcorrientes BEAR™ 2 go Tonificación con microcorrientes sobre la marcha BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes Lifting facial Cuidado de la piel antiedad Dispositivos BEAR™ Todos los dispositivos de lifting facial premium Hidratación UFO™ 3 Dispositivo de hidratación facial profunda UFO™ 3 LED Dispositivo LED para una hidratación facial profunda UFO™ 3 mini Hidratación facial profunda para piel joven UFO™ 3 go Hidratación facial profunda sobre la marcha Mascarillas Rejuvenecimiento e hidratación Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda Cuidado bucal issa™ 4 Cepillo de dientes sónico híbrido de silicona issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente issa™ 4 smile Cepillo de dientes sónico híbrido de silicona issa™ 4 baby Para niños de 0 a 3 años Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona"
"LUNA™ 4 plus Anti-aging massage, LED heating","Limpieza facial LUNA™ 4 Masaje antiedad LUNA™ 4 Plus Masaje antiedad y calor LED LUNA™ 4 Men Masaje antiedad para hombres LUNA™ 4 mini Zona-T, para piel joven LUNA™ 4 go Para llevar siempre contigo Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium Dispositivos LUNA™ Todos los dispositivos de limpieza facial"
"LUNA™ 4 MEN For men, anti-aging massage",LUNA™ 4 Masaje antiedad
"LUNA™ 4 mini For young skin, T-zone",LUNA™ 4 Plus Masaje antiedad y calor LED
LUNA™ 4 go For travel or gym bag,LUNA™ 4 Men Masaje antiedad para hombres
LUNA™ skincare Premium cleansers & balm,"LUNA™ 4 mini Zona-T, para piel joven"
LUNA™ devices All facial cleansing devices,LUNA™ 4 go Para llevar siempre contigo
Facelift BEAR™ 2 Microcurrent toning device BEAR™ 2 go Microcurrent toning on-the-go BEAR™ 2 eyes & lips Microcurrent line smoothing device Facelift skincare Premium anti-aging skincare BEAR™ devices All premium facelift devices,Cuidado de la piel LUNA™ Limpiadores y bálsamos faciales premium
BEAR™ 2 Microcurrent toning device,Dispositivos LUNA™ Todos los dispositivos de limpieza facial
BEAR™ 2 go Microcurrent toning on-the-go,Lifting facial BEAR™ 2 Tonificador facial de microcorrientes BEAR™ 2 go Tonificación con microcorrientes sobre la marcha BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes Lifting facial Cuidado de la piel antiedad Dispositivos BEAR™ Todos los dispositivos de lifting facial premium
BEAR™ 2 eyes & lips Microcurrent line smoothing device,BEAR™ 2 Tonificador facial de microcorrientes
Facelift skincare Premium anti-aging skincare,BEAR™ 2 go Tonificación con microcorrientes sobre la marcha
BEAR™ devices All premium facelift devices,BEAR™ 2 eyes & lips Dispositivo rejuvenecedor de microcorrientes
Hydration UFO™ 3 Deep facial hydration device UFO™ 3 LED Near-infrared and red light therapy device UFO™ 3 mini Red light therapy device for young skin UFO™ 3 go Portable red light therapy Masks Rejuvenation & hydration UFO™ devices All deep facial hydration devices,Lifting facial Cuidado de la piel antiedad
UFO™ 3 Deep facial hydration device,Dispositivos BEAR™ Todos los dispositivos de lifting facial premium
UFO™ 3 LED Near-infrared and red light therapy device,Hidratación UFO™ 3 Dispositivo de hidratación facial profunda UFO™ 3 LED Dispositivo LED para una hidratación facial profunda UFO™ 3 mini Hidratación facial profunda para piel joven UFO™ 3 go Hidratación facial profunda sobre la marcha Mascarillas Rejuvenecimiento e hidratación Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda
UFO™ 3 mini Red light therapy device for young skin,UFO™ 3 Dispositivo de hidratación facial profunda
UFO™ 3 go Portable red light therapy,UFO™ 3 LED Dispositivo LED para una hidratación facial profunda
Masks Rejuvenation & hydration,UFO™ 3 mini Hidratación facial profunda para piel joven
UFO™ devices All deep facial hydration devices,UFO™ 3 go Hidratación facial profunda sobre la marcha
Oral care issa™ 4 Hybrid silicone sonic toothbrush issa™ 4 plus Smart hybrid silicone sonic toothbrush issa™ 4 smile Hybrid silicone sonic toothbrush issa™ 4 baby For ages 0-3 ISSA™ devices All silicone sonic toothbrushes,Mascarillas Rejuvenecimiento e hidratación
issa™ 4 Hybrid silicone sonic toothbrush,Dispositivos UFO™ Todos los dispositivos de hidratación facial profunda
issa™ 4 plus Smart hybrid silicone sonic toothbrush,Cuidado bucal issa™ 4 Cepillo de dientes sónico híbrido de silicona issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente issa™ 4 smile Cepillo de dientes sónico híbrido de silicona issa™ 4 baby Para niños de 0 a 3 años Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona
issa™ 4 smile Hybrid silicone sonic toothbrush,issa™ 4 Cepillo de dientes sónico híbrido de silicona
issa™ 4 baby For ages 0-3,issa™ 4 plus Cepillo de dientes sónico híbrido de silicona inteligente
ISSA™ devices All silicone sonic toothbrushes,issa™ 4 smile Cepillo de dientes sónico híbrido de silicona
FAQ™ anti-aging treatments Anti-aging FAQ™ 101 Clinical anti-aging FAQ™ 102 Advanced clinical anti-aging FAQ™ 103 Luxurious clinical anti-aging set FAQ™ P1 Primer Manuka honey primer FAQ™ skincare All FAQ™ skincare FAQ™ products All anti-aging treatments LED treatments NEW FAQ™ Dual LED Panel For anti-aging & blemishes FAQ™ LED Panel For anti-aging & blemishes FAQ™ 201 Anti-aging LED mask FAQ™ 202 Advanced anti-aging LED mask FAQ™ 211 Anti-aging neck & décolleté LED mask FAQ™ 221 Anti-aging LED hand mask FAQ™ skincare All FAQ™ skincare FAQ™ products All LED treatments Hair regrowth FAQ™ 301 LED hair strengthening scalp massager FAQ™ Scalp Serum Scalp recovery probiotic serum FAQ™ skincare All FAQ™ skincare FAQ™ products All hair treatments Face & body toning NEW FAQ™ 401 Dual microcurrent LED FAQ™ 402 Dual microcurrent NIR + red LED FAQ™ 411 Body microcurrent red LED FAQ™ Body Sculpt Serum Conductive body serum FAQ™ skincare All FAQ™ skincare FAQ™ products All toning treatments Skin rejuvenation NEW FAQ™ 501 Full-Spectrum Red Light Therapy FAQ™ 502 Full-Spectrum Red Light Therapy FAQ™ Red Light Serum FAQ™ skincare All FAQ™ skincare FAQ™ products All toning treatments,issa™ 4 baby Para niños de 0 a 3 años
Anti-aging FAQ™ 101 Clinical anti-aging FAQ™ 102 Advanced clinical anti-aging FAQ™ 103 Luxurious clinical anti-aging set FAQ™ P1 Primer Manuka honey primer FAQ™ skincare All FAQ™ skincare FAQ™ products All anti-aging treatments,Dispositivos ISSA™ Todos los cepillos de dientes sónicos de silicona
FAQ™ 101 Clinical anti-aging,Tratamiento antiedad FAQ™ Antiedad FAQ™ 101 Antiedad de nivel clínico FAQ™ 102 Antiedad avanzada de nivel clínico FAQ™ 103 Exclusivo set antiedad de nivel clínico FAQ™ P1 Primer Base de miel de manuka FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos antiedad Tratamientos LED NUEVO FAQ™ Dual LED Panel Tratamiento anti-edad y anti-imperfecciones FAQ™ LED Panel Tratamiento anti-edad y anti-imperfecciones FAQ™ 201 Mascarilla LED antiedad FAQ™ 202 Mascarilla LED antiedad avanzada FAQ™ 211 Anti-aging neck & décolleté LED mask FAQ™ 221 Anti-aging LED hand mask FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos LED Crecimiento del cabello FAQ™ 301 Masajeador para fortalecer el cabello FAQ™ Scalp Serum Sérum para cabello y cuero cabelludo FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Todos los tratamientos capilares Tonificación LED NUEVO FAQ™ 401 Microcorrientes duales LED FAQ™ 402 Microcorrientes duales + NIR y LED rojo FAQ™ 411 Microcorrientes para cuerpo + LED rojo FAQ™ Body Sculpt Serum Sérum conductor para cuerpo FAQ™ Cuidado de la piel Todo cuidado de la piel FAQ™ FAQ™ productos Todos los tratamientos tonificantes Rejuvenecimiento cutáneo NUEVO FAQ™ 501 Terapia de luz roja de espectro completo FAQ™ 502 Terapia de Luz Roja de Espectro Completo FAQ™ Red Light Serum FAQ™ skincare All FAQ™ skincare FAQ™ products All toning treatments
FAQ™ 102 Advanced clinical anti-aging,Antiedad FAQ™ 101 Antiedad de nivel clínico FAQ™ 102 Antiedad avanzada de nivel clínico FAQ™ 103 Exclusivo set antiedad de nivel clínico FAQ™ P1 Primer Base de miel de manuka FAQ™ Cuidado de la piel FAQ™ cuidado de la piel FAQ™ productos Tratamientos antiedad
FAQ™ 103 Luxurious clinical anti-aging set,FAQ™ 101 Antiedad de nivel clínico
FAQ™ P1 Primer Manuka honey primer,FAQ™ 102 Antiedad avanzada de nivel clínico
FAQ™ skincare All FAQ™ skincare,FAQ™ 103 Exclusivo set antiedad de nivel clínico
FAQ™ products All anti-aging treatments,FAQ™ P1 Primer Base de miel de manuka
